filepath,yhat,label 
Background\5AF82BB9.WAV,[[1.]],0
Background\5B129F73.WAV,[[1.]],0
Background\601878EC.WAV,[[1.]],0
Background\5AE9BB8C.WAV,[[1.]],0
Background\601BECFC.WAV,[[1.]],0
Background\600BE722.WAV,[[1.]],0
Background\5B05A1AE.WAV,[[1.]],0
Gunshot\5AF8B8D4_1b0802444-9eef-4259-ace2-77756f7681c913431f2f-6b26-48f0-a9c5-952dd82a3c295f51358a-b450-4438-8a5d-0792f98d8830.WAV,[[1.]],1
Background\60234392.WAV,[[1.]],0
Background\602227F6.WAV,[[1.]],0
Background\5AC95C2A.WAV,[[1.]],0
Background\5AE255E3.WAV,[[1.]],0
Gunshot\5AF8B8E6_6a65248dc-5cdb-4b98-a8f8-7ad0d3e262c409c235d7-084e-4b6e-9f98-57aa8119faa497360bd8-224e-4afa-81c1-145841b9b1e6.WAV,[[1.]],1
Background\5B10400F.WAV,[[1.]],0
Background\601AC740.WAV,[[1.]],0
Background\601C1C25.WAV,[[1.]],0
Background\5B030AB9.WAV,[[1.]],0
Background\5AFBAAF7.WAV,[[1.]],0
Background\5AFF167F.WAV,[[1.]],0
Background\5B0A834D.WAV,[[1.]],0
Background\5AECA11D.WAV,[[1.]],0
Background\5B170328.WAV,[[1.]],0
Background\5AF47E40.WAV,[[1.]],0
Background\5ADE492A.WAV,[[1.]],0
Background\5B1B7E0D.WAV,[[1.]],0
Background\60214826.WAV,[[1.]],0
Gunshot\58FBC500515b779c-5984-41c6-af0f-b59baef5ba73.WAV,[[1.]],1
Background\5AD8B93B.WAV,[[1.]],0
Background\6022514A.WAV,[[1.]],0
Background\5AD7A580.WAV,[[1.]],0
Background\601859E5.WAV,[[1.]],0
Background\5B1299E0.WAV,[[1.]],0
Background\600DFFE2.WAV,[[1.]],0
Background\6017C890.WAV,[[1.]],0
Background\5AF99A20.WAV,[[1.]],0
Background\5AFC51B5.WAV,[[1.]],0
Background\5AE1FE0E.WAV,[[1.]],0
Background\5B1138DC.WAV,[[1.]],0
Background\5AFF9453.WAV,[[1.]],0
Background\5AF5D125.WAV,[[1.]],0
Background\5B0021D4.WAV,[[1.]],0
Background\601BF7DB.WAV,[[1.]],0
Background\5AE8EFAA.WAV,[[1.]],0
Background\601B4FD8.WAV,[[1.]],0
Background\601C22C2.WAV,[[1.]],0
Background\5AF12947.WAV,[[1.]],0
Background\60105192.WAV,[[1.]],0
Background\5B128B8C.WAV,[[1.]],0
Background\5AFB6E07.WAV,[[1.]],0
Background\5AD76F31.WAV,[[1.]],0
Background\5AEB27B1.WAV,[[1.]],0
Background\601217D3.WAV,[[1.]],0
Background\5AE51977.WAV,[[1.]],0
Background\600FCF19.WAV,[[1.]],0
Background\5B1579A7.WAV,[[1.]],0
Background\5B01CF4C.WAV,[[1.]],0
Background\5B0B4F14.WAV,[[1.]],0
Background\60156EB1.WAV,[[1.]],0
Background\5B045E63.WAV,[[1.]],0
Background\5AE9F163.WAV,[[1.]],0
Background\5ACDC8EE.WAV,[[1.]],0
Background\60143EB2.WAV,[[1.]],0
Background\6015EA4E.WAV,[[1.]],0
Background\601988A6.WAV,[[1.]],0
Background\5B153EC0.WAV,[[1.]],0
Background\60188539.WAV,[[1.]],0
Background\5AE3DBF0.WAV,[[1.]],0
Background\6015D7D4.WAV,[[1.]],0
Background\5ADFDA02.WAV,[[1.]],0
Background\60112BDD.WAV,[[1.]],0
Background\6012E418.WAV,[[1.]],0
Background\5B000AE5.WAV,[[1.]],0
Background\60182B6E.WAV,[[1.]],0
Background\600F69FC.WAV,[[1.]],0
Background\601E8C61.WAV,[[1.]],0
Background\600ED20F.WAV,[[1.]],0
Background\5B129469.WAV,[[1.]],0
Background\5B099069.WAV,[[1.]],0
Background\601B9C09.WAV,[[1.]],0
Background\600ABF8D.WAV,[[1.]],0
Background\5B0C1B59.WAV,[[1.]],0
Background\6017947D.WAV,[[1.]],0
Background\601803FC.WAV,[[1.]],0
Background\5B1C2A95.WAV,[[1.]],0
Background\5ADD34CB.WAV,[[1.]],0
Background\5AE9B735.WAV,[[1.]],0
Background\6021EE94.WAV,[[1.]],0
Background\5AE7D8A7.WAV,[[1.]],0
Background\60216BE8.WAV,[[1.]],0
Background\601DA17F.WAV,[[1.]],0
Background\602290EB.WAV,[[1.]],0
Background\5B1CA856.WAV,[[1.]],0
Background\600EF527.WAV,[[1.]],0
Background\5AEDDDB2.WAV,[[1.]],0
Background\5AF429EE.WAV,[[1.]],0
Background\5B083C5B.WAV,[[1.]],0
Background\6012D94F.WAV,[[1.]],0
Background\5B103DD3.WAV,[[1.]],0
Background\601A0704.WAV,[[1.]],0
Background\60194291.WAV,[[1.]],0
Background\601971FD.WAV,[[1.]],0
Background\600FA2FF.WAV,[[1.]],0
Background\5AE55AFC.WAV,[[1.]],0
Background\5AC95C28.WAV,[[1.]],0
Background\6015A084.WAV,[[1.]],0
Background\601A9FAB.WAV,[[1.]],0
Background\5B06FF8A.WAV,[[1.]],0
Background\5AD0A588.WAV,[[1.]],0
Background\5AF972B3.WAV,[[1.]],0
Background\5AF3D870.WAV,[[1.]],0
Background\5AF8F0C7.WAV,[[1.]],0
Background\5AF2F3B4.WAV,[[1.]],0
Gunshot\5B5B9CCE_31cd0a2e6e-ecc5-4e6e-b990-dd04e039fd80db785011-5b5d-46a6-b125-34600929b7655de69c75-a24f-40fc-9382-86308260945b.WAV,[[1.]],1
Background\5B0411BF.WAV,[[1.]],0
Background\601DA31C.WAV,[[1.]],0
Background\5B07C2A9.WAV,[[1.]],0
Background\5B16BC19.WAV,[[1.]],0
Background\5B1441F6.WAV,[[1.]],0
Background\600F7007.WAV,[[1.]],0
Background\5AEC4577.WAV,[[1.]],0
Background\5AECA0E4.WAV,[[1.]],0
Background\5AE0DE2A.WAV,[[1.]],0
Background\600F1B1E.WAV,[[1.]],0
Background\5AF1A40D.WAV,[[1.]],0
Background\5AE85A14.WAV,[[1.]],0
Background\5ACFC662.WAV,[[1.]],0
Background\5AE436B8.WAV,[[1.]],0
Background\5B046046.WAV,[[1.]],0
Background\5B07012B.WAV,[[1.]],0
Background\60155920.WAV,[[1.]],0
Background\5AE2240C.WAV,[[1.]],0
Background\5AFC7BF2.WAV,[[1.]],0
Background\601BEECB.WAV,[[1.]],0
Background\5B0B053C.WAV,[[1.]],0
Background\5AEB27D2.WAV,[[1.]],0
Background\5ACD7D9B.WAV,[[1.]],0
Background\5B0FEB68.WAV,[[1.]],0
Background\601D9CFE.WAV,[[1.]],0
Background\600B5BF6.WAV,[[1.]],0
Background\6021ED3F.WAV,[[1.]],0
Background\5AD5F4C2.WAV,[[1.]],0
Background\5AE4D79A.WAV,[[1.]],0
Background\5B020C58.WAV,[[1.]],0
Background\5B0031B8.WAV,[[1.]],0
Background\5AEB3816.WAV,[[1.]],0
Background\5ACA064E.WAV,[[1.]],0
Background\5ACFDBF3.WAV,[[1.]],0
Background\5B19B019.WAV,[[1.]],0
Background\5AE8FE5E.WAV,[[1.]],0
Background\5B062704.WAV,[[1.]],0
Background\5B1B31C5.WAV,[[1.]],0
Background\601CB841.WAV,[[1.]],0
Background\5AFD285D.WAV,[[1.]],0
Background\5B08BD4A.WAV,[[1.]],0
Background\60142340.WAV,[[1.]],0
Background\60194585.WAV,[[1.]],0
Background\600F2492.WAV,[[1.]],0
Background\5B08747F.WAV,[[1.]],0
Background\60180685.WAV,[[1.]],0
Background\5AF2358E.WAV,[[1.]],0
Background\5B059282.WAV,[[1.]],0
Background\5AEC5E8B.WAV,[[1.]],0
Background\5B0410C1.WAV,[[1.]],0
Background\6020E635.WAV,[[1.]],0
Background\601ECA90.WAV,[[1.]],0
Background\5AC98837.WAV,[[1.]],0
Background\5B01D140.WAV,[[1.]],0
Background\600A4EDC.WAV,[[1.]],0
Background\5B1C6894.WAV,[[1.]],0
Background\5AF876EC.WAV,[[1.]],0
Background\5B11DEF4.WAV,[[1.]],0
Background\60229D1F.WAV,[[1.]],0
Background\60234CD1.WAV,[[1.]],0
Background\5AF8F680.WAV,[[1.]],0
Background\600A2D0C.WAV,[[1.]],0
Background\5ADA4C27.WAV,[[1.]],0
Background\601A0368.WAV,[[1.]],0
Background\5B1AE844.WAV,[[1.]],0
Background\6016DF8F.WAV,[[1.]],0
Background\600F7CF1.WAV,[[1.]],0
Background\5B044CA3.WAV,[[1.]],0
Background\5AF0B5BE.WAV,[[1.]],0
Background\5ADA3A7C.WAV,[[1.]],0
Background\5AE3F1D0.WAV,[[1.]],0
Background\601CE0F1.WAV,[[1.]],0
Background\600C21AE.WAV,[[1.]],0
Background\5B1A911B.WAV,[[1.]],0
Background\6019C3A2.WAV,[[1.]],0
Background\601741C8.WAV,[[1.]],0
Background\5B148E90.WAV,[[1.]],0
Background\5AD0CEE4.WAV,[[1.]],0
Background\60186EBE.WAV,[[1.]],0
Background\5B1D1C9F.WAV,[[1.]],0
Background\5B0031DE.WAV,[[1.]],0
Background\5ACCE561.WAV,[[1.]],0
Background\5B109BCA.WAV,[[1.]],0
Background\600E475E.WAV,[[1.]],0
Background\5AFF78CB.WAV,[[1.]],0
Background\5B10D35E.WAV,[[1.]],0
Background\601DD203.WAV,[[1.]],0
Background\5B09BB89.WAV,[[1.]],0
Background\6018EF36.WAV,[[1.]],0
Background\5ADDCDF5.WAV,[[1.]],0
Background\60187D8F.WAV,[[1.]],0
Background\601CE6F1.WAV,[[1.]],0
Background\5AC9D5B7.WAV,[[1.]],0
Background\5ADE0B0C.WAV,[[1.]],0
Background\5AF0DA83.WAV,[[1.]],0
Background\5B1AEF41.WAV,[[1.]],0
Background\5AFDE736.WAV,[[1.]],0
Background\6019DCFD.WAV,[[1.]],0
Background\5B09B2A3.WAV,[[1.]],0
Background\60188AA8.WAV,[[1.]],0
Background\601C74A0.WAV,[[1.]],0
Background\5B1B5407.WAV,[[1.]],0
Background\600C328B.WAV,[[1.]],0
Gunshot\5B870D1C_126de30995-6758-4d89-a217-8c8b3d10e11b3479a1bc-219a-49cf-8c89-d9a8808d496179a962a2-23f0-41d1-93f0-01d53428e444.WAV,[[1.]],1
Background\601865B4.WAV,[[1.]],0
Background\60208DCB.WAV,[[1.]],0
Background\5B128B8E.WAV,[[1.]],0
Background\5B12A30C.WAV,[[1.]],0
Background\5B183A3E.WAV,[[1.]],0
Background\5AF2EB22.WAV,[[1.]],0
Background\5AF8DA02.WAV,[[1.]],0
Background\5AEF9B5F.WAV,[[1.]],0
Background\5ACA05C0.WAV,[[1.]],0
Background\60104F2D.WAV,[[1.]],0
Gunshot\58FBBD00b53e3fe4-28d8-4828-b280-65277c876a56.WAV,[[1.]],1
Background\5B001DA6.WAV,[[1.]],0
Background\5AE764D1.WAV,[[1.]],0
Gunshot\58FBC5C3c7964f57-aa1d-4a2b-990b-a942d68425af.WAV,[[1.]],1
Background\5AF23518.WAV,[[1.]],0
Background\5B12A3D4.WAV,[[1.]],0
Background\601EEF91.WAV,[[1.]],0
Background\5AEED6AF.WAV,[[1.]],0
Background\5AFC83F4.WAV,[[1.]],0
Background\5B16D06F.WAV,[[1.]],0
Background\5AFDD640.WAV,[[1.]],0
Background\5AC95C18.WAV,[[1.]],0
Background\5B0F2EF4.WAV,[[1.]],0
Background\600FF97C.WAV,[[1.]],0
Background\602252FA.WAV,[[1.]],0
Background\5AF49227.WAV,[[1.]],0
Background\6012A3FC.WAV,[[1.]],0
Background\5B187A3C.WAV,[[1.]],0
Background\5ADFADF2.WAV,[[1.]],0
Background\5AF0E682.WAV,[[1.]],0
Background\5AE8BC68.WAV,[[1.]],0
Background\601846E3.WAV,[[1.]],0
Background\5B1D1593.WAV,[[1.]],0
Background\5B1E80D7.WAV,[[1.]],0
Background\601048A0.WAV,[[1.]],0
Background\5AE9DD94.WAV,[[1.]],0
Background\5B1E61E1.WAV,[[1.]],0
Background\6012E501.WAV,[[1.]],0
Gunshot\58FBC59Aa8d7bd93-ca33-475d-a4d4-c71051dbca91.WAV,[[1.]],1
Background\60221E4F.WAV,[[1.]],0
Background\5B0840F2.WAV,[[1.]],0
Background\5AE68743.WAV,[[1.]],0
Background\601C60F1.WAV,[[1.]],0
Background\600FDAC8.WAV,[[1.]],0
Background\5B0A000A.WAV,[[1.]],0
Background\5AEFCFC6.WAV,[[1.]],0
Background\5AC95CFE.WAV,[[1.]],0
Background\601ABBEF.WAV,[[1.]],0
Background\5B1AB2CA.WAV,[[1.]],0
Background\5AE9D313.WAV,[[1.]],0
Background\5B09D19B.WAV,[[1.]],0
Background\5B00BE68.WAV,[[1.]],0
Background\5B1C41D2.WAV,[[1.]],0
Background\5AD2444C.WAV,[[1.]],0
Background\5AF9BBC8.WAV,[[1.]],0
Background\5B1B36B0.WAV,[[1.]],0
Background\5AF13076.WAV,[[1.]],0
Background\5B04540C.WAV,[[1.]],0
Background\5B0825B3.WAV,[[1.]],0
Background\602211BB.WAV,[[1.]],0
Background\5ACCEF24.WAV,[[1.]],0
Background\5AF0DA80.WAV,[[1.]],0
Background\600FAA45.WAV,[[1.]],0
Background\5ADE2E73.WAV,[[1.]],0
Background\6018EE65.WAV,[[1.]],0
Background\60214569.WAV,[[1.]],0
Background\5AD17D31.WAV,[[1.]],0
Background\5ADD8681.WAV,[[1.]],0
Background\60142310.WAV,[[1.]],0
Background\5AE87974.WAV,[[1.]],0
Background\60215134.WAV,[[1.]],0
Background\60223574.WAV,[[1.]],0
Background\5B00998C.WAV,[[1.]],0
Background\5AF90087.WAV,[[1.]],0
Background\5B14ABA9.WAV,[[1.]],0
Background\5AF86914.WAV,[[1.]],0
Background\5AE8CBCA.WAV,[[1.]],0
Background\5B1F6A3E.WAV,[[1.]],0
Background\5AD4DE74.WAV,[[1.]],0
Background\5ADE2D50.WAV,[[1.]],0
Background\5AEE5D7A.WAV,[[1.]],0
Background\5B0F3266.WAV,[[1.]],0
Background\600F1FB7.WAV,[[1.]],0
Background\5B198521.WAV,[[1.]],0
Background\5B14D32D.WAV,[[1.]],0
Background\5B02AEC3.WAV,[[1.]],0
Background\601CF099.WAV,[[1.]],0
Background\5AD33320.WAV,[[1.]],0
Background\5B14926E.WAV,[[1.]],0
Background\5AD2C2E4.WAV,[[1.]],0
Background\5B0D426F.WAV,[[1.]],0
Background\5AF194F6.WAV,[[1.]],0
Background\5B1295CC.WAV,[[1.]],0
Background\5B119280.WAV,[[1.]],0
Background\601B180B.WAV,[[1.]],0
Background\5B08733B.WAV,[[1.]],0
Background\601FEBDD.WAV,[[1.]],0
Background\600F491C.WAV,[[1.]],0
Background\5B0B5529.WAV,[[1.]],0
Background\5B0AE64E.WAV,[[1.]],0
Background\60116376.WAV,[[1.]],0
Background\5B031BCB.WAV,[[1.]],0
Background\60189B04.WAV,[[1.]],0
Background\5AF892F4.WAV,[[1.]],0
Background\601326CC.WAV,[[1.]],0
Gunshot\58FBD3DA11fa4796-b2f8-4574-ab58-976e65ec2ef2.WAV,[[1.]],1
Background\6012AB46.WAV,[[1.]],0
Background\5AE72FC6.WAV,[[1.]],0
Background\5B0590E9.WAV,[[1.]],0
Background\5AE8AC42.WAV,[[1.]],0
Background\5B128502.WAV,[[1.]],0
Background\6014BE92.WAV,[[1.]],0
Background\601ED4DE.WAV,[[1.]],0
Background\600CF66E.WAV,[[1.]],0
Background\5B12A4BA.WAV,[[1.]],0
Background\602152C9.WAV,[[1.]],0
Gunshot\58FBDB8065c6fa8a-9bdf-47e6-9c2a-069a1d492ecc.WAV,[[1.]],1
Background\60102673.WAV,[[1.]],0
Background\6014B549.WAV,[[1.]],0
Background\5B1B53D8.WAV,[[1.]],0
Background\5B09C08D.WAV,[[1.]],0
Background\5B0ED36C.WAV,[[1.]],0
Background\5AE9F5FA.WAV,[[1.]],0
Background\5AEE3F02.WAV,[[1.]],0
Background\5B00B2B1.WAV,[[1.]],0
Background\60224245.WAV,[[1.]],0
Background\5AF3019A.WAV,[[1.]],0
Background\5AC95BF7.WAV,[[1.]],0
Background\5B1B5144.WAV,[[1.]],0
Background\5AFDC674.WAV,[[1.]],0
Gunshot\5B48AA46_26c50e1f60-471e-4027-8c2a-ab7a29d33333202de8c5-05ff-4d37-b2f7-1e3ea3691c1f2b8d7f24-3b87-4114-b370-a7d2047e80f9.WAV,[[1.]],1
Background\60186902.WAV,[[1.]],0
Background\5B12A35C.WAV,[[1.]],0
Background\602077C0.WAV,[[1.]],0
Background\601732FB.WAV,[[1.]],0
Background\5B11DCBB.WAV,[[1.]],0
Background\5AFFDA81.WAV,[[1.]],0
Background\5B002CDD.WAV,[[1.]],0
Background\6012E903.WAV,[[1.]],0
Background\5AF9B9C8.WAV,[[1.]],0
Background\5B0F15AB.WAV,[[1.]],0
Background\5ADB9A25.WAV,[[1.]],0
Background\5AFA3E33.WAV,[[1.]],0
Background\601E8FBD.WAV,[[1.]],0
Background\5AF89A38.WAV,[[1.]],0
Background\5AF73A69.WAV,[[1.]],0
Background\60197D2F.WAV,[[1.]],0
Background\5B10107E.WAV,[[1.]],0
Background\5AD73B5E.WAV,[[1.]],0
Background\5AF9C331.WAV,[[1.]],0
Background\5AE68E0B.WAV,[[1.]],0
Gunshot\5ADA897F_159f1b711-e7a5-4cad-bb9a-4bd3e9d18a3340233630-4f27-4316-9f32-747def137d6e15dde231-8a33-4211-9cd1-8dbc18d818b6.WAV,[[1.]],1
Background\5AF8215A.WAV,[[1.]],0
Background\5AD22DD7.WAV,[[1.]],0
Background\5B056639.WAV,[[1.]],0
Background\5B1B1F55.WAV,[[1.]],0
Background\5B0F34D1.WAV,[[1.]],0
Background\5AF9A89C.WAV,[[1.]],0
Background\5AE1387C.WAV,[[1.]],0
Background\5AD3E03F.WAV,[[1.]],0
Background\5AF5C09C.WAV,[[1.]],0
Background\6016D872.WAV,[[1.]],0
Background\5B1543BC.WAV,[[1.]],0
Background\600F854C.WAV,[[1.]],0
Background\60233119.WAV,[[1.]],0
Background\5B1E751F.WAV,[[1.]],0
Background\5AE8FBCE.WAV,[[1.]],0
Background\60209F1D.WAV,[[1.]],0
Background\5B040E9F.WAV,[[1.]],0
Background\5AE8BDF3.WAV,[[1.]],0
Background\5B14BBB2.WAV,[[1.]],0
Background\5B142C83.WAV,[[1.]],0
Background\5AE4D12E.WAV,[[1.]],0
Background\5B06EA57.WAV,[[1.]],0
Background\5AF62D7E.WAV,[[1.]],0
Background\601D8384.WAV,[[1.]],0
Background\5B0A295E.WAV,[[1.]],0
Background\5B0EE3CD.WAV,[[1.]],0
Background\60143CF9.WAV,[[1.]],0
Background\5AE6DE13.WAV,[[1.]],0
Background\5B11E0AD.WAV,[[1.]],0
Background\5B149743.WAV,[[1.]],0
Background\5AF4847C.WAV,[[1.]],0
Background\5AF22C84.WAV,[[1.]],0
Background\602191B3.WAV,[[1.]],0
Background\5B02A1CA.WAV,[[1.]],0
Background\5B148FE1.WAV,[[1.]],0
Background\5AE732A2.WAV,[[1.]],0
Background\5B1A7A96.WAV,[[1.]],0
Background\5AE8B625.WAV,[[1.]],0
Background\60188399.WAV,[[1.]],0
Background\5AFF0AED.WAV,[[1.]],0
Background\5AE95FD9.WAV,[[1.]],0
Background\5AF8B958.WAV,[[1.]],0
Background\5AEB7A7A.WAV,[[1.]],0
Background\601AA9FA.WAV,[[1.]],0
Background\5AD75A67.WAV,[[1.]],0
Background\60144762.WAV,[[1.]],0
Background\5AECC3F5.WAV,[[1.]],0
Background\6011C8C0.WAV,[[1.]],0
Background\601719AB.WAV,[[1.]],0
Background\5ACAD87F.WAV,[[1.]],0
Background\5AEDADC9.WAV,[[1.]],0
Background\5B02BB88.WAV,[[1.]],0
Background\5AFCAA7B.WAV,[[1.]],0
Background\60111DDC.WAV,[[1.]],0
Background\600B1552.WAV,[[1.]],0
Background\5B127E2F.WAV,[[1.]],0
Background\5B089FCC.WAV,[[1.]],0
Background\6022180D.WAV,[[1.]],0
Background\5AFA2E3C.WAV,[[1.]],0
Background\5B0CE468.WAV,[[1.]],0
Background\60218599.WAV,[[1.]],0
Background\600BD14C.WAV,[[1.]],0
Background\601D6123.WAV,[[1.]],0
Background\5ADDDD36.WAV,[[1.]],0
Background\5B190235.WAV,[[1.]],0
Background\600F8BC4.WAV,[[1.]],0
Background\5AD5F177.WAV,[[1.]],0
Background\5AC9FB96.WAV,[[1.]],0
Background\60214217.WAV,[[1.]],0
Background\5AFAE9DA.WAV,[[1.]],0
Background\5B041109.WAV,[[1.]],0
Background\5B0D4255.WAV,[[1.]],0
Background\5B136545.WAV,[[1.]],0
Background\5ACD298C.WAV,[[1.]],0
Background\600C1B90.WAV,[[1.]],0
Background\600FCD6A.WAV,[[1.]],0
Background\5AE75FA5.WAV,[[1.]],0
Background\5AF886B0.WAV,[[1.]],0
Background\60233076.WAV,[[1.]],0
Background\6015EC84.WAV,[[1.]],0
Background\5B0588BD.WAV,[[1.]],0
Background\601BE7A1.WAV,[[1.]],0
Background\5B168B85.WAV,[[1.]],0
Background\60108609.WAV,[[1.]],0
Background\5AD7B2A4.WAV,[[1.]],0
Background\5AF77941.WAV,[[1.]],0
Background\601AFD8F.WAV,[[1.]],0
Background\5AF67AC6.WAV,[[1.]],0
Background\5AE8AC10.WAV,[[1.]],0
Background\5B16DDC7.WAV,[[1.]],0
Background\5AC9575D.WAV,[[1.]],0
Background\5B193FF6.WAV,[[1.]],0
Background\5B1433E5.WAV,[[1.]],0
Background\5AE1CD5F.WAV,[[1.]],0
Background\5AD8F786.WAV,[[1.]],0
Background\5B057C2E.WAV,[[1.]],0
Background\5B193F33.WAV,[[1.]],0
Background\5AD3B13D.WAV,[[1.]],0
Background\5AFA0D01.WAV,[[1.]],0
Background\5ACFDE81.WAV,[[1.]],0
Background\5AC985BA.WAV,[[1.]],0
Background\600FCC77.WAV,[[1.]],0
Background\60222CBE.WAV,[[1.]],0
Background\5AF64B1D.WAV,[[1.]],0
Background\60116DAD.WAV,[[1.]],0
Background\5AECB7B7.WAV,[[1.]],0
Background\5AF18F23.WAV,[[1.]],0
Background\5AC96E2A.WAV,[[1.]],0
Background\600DA1A8.WAV,[[1.]],0
Background\5B0F1807.WAV,[[1.]],0
Background\5AE2DEDA.WAV,[[1.]],0
Background\5AF48472.WAV,[[1.]],0
Background\5ACF84E8.WAV,[[1.]],0
Background\5AF586EC.WAV,[[1.]],0
Background\5AEDD108.WAV,[[1.]],0
Background\5B00B52F.WAV,[[1.]],0
Background\5B1B4280.WAV,[[1.]],0
Background\5AF3BB85.WAV,[[1.]],0
Background\5AE96458.WAV,[[1.]],0
Background\60222613.WAV,[[1.]],0
Background\5AEFD02C.WAV,[[1.]],0
Background\5AEF36C3.WAV,[[1.]],0
Background\6015B0AE.WAV,[[1.]],0
Background\5B005B33.WAV,[[1.]],0
Background\5AF13684.WAV,[[1.]],0
Background\5ADB8B0B.WAV,[[1.]],0
Background\5B13EAE0.WAV,[[1.]],0
Background\5B08DBF6.WAV,[[1.]],0
Background\5AF72F38.WAV,[[1.]],0
Background\601D8CFB.WAV,[[1.]],0
Background\5B0446EE.WAV,[[1.]],0
Background\5B1BAAD5.WAV,[[1.]],0
Background\60197692.WAV,[[1.]],0
Background\5AC995D7.WAV,[[1.]],0
Background\602069F7.WAV,[[1.]],0
Background\5ADE66A6.WAV,[[1.]],0
Background\601F37E8.WAV,[[1.]],0
Background\5AEA08FC.WAV,[[1.]],0
Background\60101494.WAV,[[1.]],0
Background\5ACBF1B1.WAV,[[1.]],0
Background\5B0404BD.WAV,[[1.]],0
Background\5B191F5C.WAV,[[1.]],0
Background\5AD7FC10.WAV,[[1.]],0
Background\5B041247.WAV,[[1.]],0
Background\5AEF0A7E.WAV,[[1.]],0
Background\601DED9C.WAV,[[1.]],0
Background\5B12A4DC.WAV,[[1.]],0
Background\5AC9954E.WAV,[[1.]],0
Background\5B11E05F.WAV,[[1.]],0
Background\601B2B6A.WAV,[[1.]],0
Background\5B151693.WAV,[[1.]],0
Background\5AD3F92F.WAV,[[1.]],0
Background\5AC9FF04.WAV,[[1.]],0
Background\5AD3D056.WAV,[[1.]],0
Background\600AAC64.WAV,[[1.]],0
Gunshot\58FBC5410899848e-f10d-49ee-ac4b-1838610c31d8.WAV,[[1.]],1
Background\5AC9ADE3.WAV,[[1.]],0
Background\5B17E246.WAV,[[1.]],0
Background\601C073D.WAV,[[1.]],0
Background\5AF5088A.WAV,[[1.]],0
Background\5AF8604E.WAV,[[1.]],0
Background\5B1CEC83.WAV,[[1.]],0
Background\60154AFD.WAV,[[1.]],0
Background\601110FD.WAV,[[1.]],0
Background\5AFDE69A.WAV,[[1.]],0
Background\6011A0A4.WAV,[[1.]],0
Gunshot\5B47DB0D_246802e4c5-8278-412c-a4a2-9579e86d66cbb10d110b-4981-43de-91fa-bb781b5fe7b79560d083-5283-48fd-bd7e-e87925bc05e8.WAV,[[1.]],1
Background\5B10127C.WAV,[[1.]],0
Gunshot\5B9213EC_3215f44eb5-95cb-4a2b-ac6c-d6be80a7004d05f731bf-aa2d-4a86-8ed3-30a6edd08d66ca951d06-70d3-4dca-b4a1-461c4ca25d76.WAV,[[1.]],1
Background\6021524B.WAV,[[1.]],0
Background\5B01BDE8.WAV,[[1.]],0
Background\5AC96D64.WAV,[[1.]],0
Background\6021DD64.WAV,[[1.]],0
Background\60104E61.WAV,[[1.]],0
Background\5B020C5B.WAV,[[1.]],0
Background\5AF5B199.WAV,[[1.]],0
Background\5B1500BD.WAV,[[1.]],0
Background\600F24C7.WAV,[[1.]],0
Background\5AE705DB.WAV,[[1.]],0
Background\5AFA3262.WAV,[[1.]],0
Background\6021C750.WAV,[[1.]],0
Background\5B0AABD5.WAV,[[1.]],0
Background\5AE71A04.WAV,[[1.]],0
Background\60222917.WAV,[[1.]],0
Background\6023685D.WAV,[[1.]],0
Background\5B1D1716.WAV,[[1.]],0
Background\600A2AF3.WAV,[[1.]],0
Background\5AD958D8.WAV,[[1.]],0
Background\5AD5FCA8.WAV,[[1.]],0
Background\5ACFD7AF.WAV,[[1.]],0
Background\5AD78C6C.WAV,[[1.]],0
Background\601B3569.WAV,[[1.]],0
Background\5AE213BB.WAV,[[1.]],0
Background\5B0D88D5.WAV,[[1.]],0
Background\5B03F2A9.WAV,[[1.]],0
Background\60208E32.WAV,[[1.]],0
Background\5B12A478.WAV,[[1.]],0
Background\60228599.WAV,[[1.]],0
Background\5B02A1CF.WAV,[[1.]],0
Background\60111DD4.WAV,[[1.]],0
Background\5ADF2486.WAV,[[1.]],0
Background\6012D157.WAV,[[1.]],0
Background\5B199407.WAV,[[1.]],0
Background\6017256F.WAV,[[1.]],0
Background\601EC17E.WAV,[[1.]],0
Background\5AF26198.WAV,[[1.]],0
Background\601BE7CC.WAV,[[1.]],0
Background\5AFB3278.WAV,[[1.]],0
Background\5ACD50A6.WAV,[[1.]],0
Background\6012E474.WAV,[[1.]],0
Background\600F7A98.WAV,[[1.]],0
Background\5B11785F.WAV,[[1.]],0
Background\5B1AEB71.WAV,[[1.]],0
Background\601CE0EE.WAV,[[1.]],0
Background\5AD9D147.WAV,[[1.]],0
Background\5B0D3B82.WAV,[[1.]],0
Background\5ADA6650.WAV,[[1.]],0
Background\6021FEFB.WAV,[[1.]],0
Background\5AEE1955.WAV,[[1.]],0
Background\60140BE0.WAV,[[1.]],0
Background\5B108573.WAV,[[1.]],0
Background\5B1C4831.WAV,[[1.]],0
Background\5AF31FB8.WAV,[[1.]],0
Background\60142F68.WAV,[[1.]],0
Background\602228DC.WAV,[[1.]],0
Background\5B0410E3.WAV,[[1.]],0
Background\5AC95568.WAV,[[1.]],0
Background\60200109.WAV,[[1.]],0
Background\5AEC96D1.WAV,[[1.]],0
Background\5AE268E4.WAV,[[1.]],0
Background\5B1190B1.WAV,[[1.]],0
Background\6016DFD9.WAV,[[1.]],0
Background\5ADF7308.WAV,[[1.]],0
